img1,img2,good,bad,cIdx,goodCount,badCount
https://anonymouslink/folder/10000_0.png,https://anonymouslink/folder/10000_1.png,https://anonymouslink/folder/10000_1.png,https://anonymouslink/folder/10000_0.png,10000,2.0,0.0
https://anonymouslink/folder/10001_0.png,https://anonymouslink/folder/10001_1.png,https://anonymouslink/folder/10001_0.png,https://anonymouslink/folder/10001_1.png,10001,2.0,0.0
https://anonymouslink/folder/10006_0.png,https://anonymouslink/folder/10006_1.png,https://anonymouslink/folder/10006_1.png,https://anonymouslink/folder/10006_0.png,10006,2.0,0.0
https://anonymouslink/folder/10007_0.png,https://anonymouslink/folder/10007_1.png,https://anonymouslink/folder/10007_1.png,https://anonymouslink/folder/10007_0.png,10007,2.0,0.0
https://anonymouslink/folder/1000_1.png,https://anonymouslink/folder/1000_2.png,https://anonymouslink/folder/1000_2.png,https://anonymouslink/folder/1000_1.png,1000,3.0,0.0
https://anonymouslink/folder/10016_0.png,https://anonymouslink/folder/10016_1.png,https://anonymouslink/folder/10016_1.png,https://anonymouslink/folder/10016_0.png,10016,3.0,0.0
https://anonymouslink/folder/10017_0.png,https://anonymouslink/folder/10017_1.png,https://anonymouslink/folder/10017_0.png,https://anonymouslink/folder/10017_1.png,10017,3.0,0.0
https://anonymouslink/folder/10025_0.png,https://anonymouslink/folder/10025_1.png,https://anonymouslink/folder/10025_1.png,https://anonymouslink/folder/10025_0.png,10025,3.0,0.0
https://anonymouslink/folder/10027_0.png,https://anonymouslink/folder/10027_1.png,https://anonymouslink/folder/10027_0.png,https://anonymouslink/folder/10027_1.png,10027,2.0,0.0
https://anonymouslink/folder/10028_0.png,https://anonymouslink/folder/10028_1.png,https://anonymouslink/folder/10028_1.png,https://anonymouslink/folder/10028_0.png,10028,2.0,0.0
https://anonymouslink/folder/10029_0.png,https://anonymouslink/folder/10029_1.png,https://anonymouslink/folder/10029_1.png,https://anonymouslink/folder/10029_0.png,10029,2.0,0.0
https://anonymouslink/folder/10030_0.png,https://anonymouslink/folder/10030_1.png,https://anonymouslink/folder/10030_0.png,https://anonymouslink/folder/10030_1.png,10030,2.0,0.0
https://anonymouslink/folder/10031_0.png,https://anonymouslink/folder/10031_1.png,https://anonymouslink/folder/10031_1.png,https://anonymouslink/folder/10031_0.png,10031,2.0,0.0
https://anonymouslink/folder/10032_0.png,https://anonymouslink/folder/10032_1.png,https://anonymouslink/folder/10032_0.png,https://anonymouslink/folder/10032_1.png,10032,2.0,0.0
https://anonymouslink/folder/10034_0.png,https://anonymouslink/folder/10034_1.png,https://anonymouslink/folder/10034_1.png,https://anonymouslink/folder/10034_0.png,10034,2.0,0.0
https://anonymouslink/folder/10035_0.png,https://anonymouslink/folder/10035_1.png,https://anonymouslink/folder/10035_0.png,https://anonymouslink/folder/10035_1.png,10035,2.0,0.0
https://anonymouslink/folder/10036_0.png,https://anonymouslink/folder/10036_1.png,https://anonymouslink/folder/10036_0.png,https://anonymouslink/folder/10036_1.png,10036,3.0,0.0
https://anonymouslink/folder/10038_0.png,https://anonymouslink/folder/10038_1.png,https://anonymouslink/folder/10038_1.png,https://anonymouslink/folder/10038_0.png,10038,3.0,0.0
https://anonymouslink/folder/1003_1.png,https://anonymouslink/folder/1003_2.png,https://anonymouslink/folder/1003_2.png,https://anonymouslink/folder/1003_1.png,1003,1.0,0.0
https://anonymouslink/folder/10041_0.png,https://anonymouslink/folder/10041_1.png,https://anonymouslink/folder/10041_0.png,https://anonymouslink/folder/10041_1.png,10041,3.0,0.0
https://anonymouslink/folder/10042_0.png,https://anonymouslink/folder/10042_1.png,https://anonymouslink/folder/10042_1.png,https://anonymouslink/folder/10042_0.png,10042,3.0,0.0
https://anonymouslink/folder/10044_0.png,https://anonymouslink/folder/10044_1.png,https://anonymouslink/folder/10044_0.png,https://anonymouslink/folder/10044_1.png,10044,3.0,0.0
https://anonymouslink/folder/10045_0.png,https://anonymouslink/folder/10045_1.png,https://anonymouslink/folder/10045_0.png,https://anonymouslink/folder/10045_1.png,10045,2.0,0.0
https://anonymouslink/folder/10047_0.png,https://anonymouslink/folder/10047_1.png,https://anonymouslink/folder/10047_1.png,https://anonymouslink/folder/10047_0.png,10047,2.0,0.0
https://anonymouslink/folder/10048_0.png,https://anonymouslink/folder/10048_1.png,https://anonymouslink/folder/10048_0.png,https://anonymouslink/folder/10048_1.png,10048,2.0,0.0
https://anonymouslink/folder/10049_0.png,https://anonymouslink/folder/10049_1.png,https://anonymouslink/folder/10049_1.png,https://anonymouslink/folder/10049_0.png,10049,2.0,0.0
https://anonymouslink/folder/1004_1.png,https://anonymouslink/folder/1004_2.png,https://anonymouslink/folder/1004_1.png,https://anonymouslink/folder/1004_2.png,1004,1.0,0.0
https://anonymouslink/folder/10052_0.png,https://anonymouslink/folder/10052_1.png,https://anonymouslink/folder/10052_1.png,https://anonymouslink/folder/10052_0.png,10052,2.0,0.0
https://anonymouslink/folder/1005_1.png,https://anonymouslink/folder/1005_2.png,https://anonymouslink/folder/1005_2.png,https://anonymouslink/folder/1005_1.png,1005,1.0,0.0
https://anonymouslink/folder/10067_0.png,https://anonymouslink/folder/10067_1.png,https://anonymouslink/folder/10067_1.png,https://anonymouslink/folder/10067_0.png,10067,3.0,0.0
https://anonymouslink/folder/10068_0.png,https://anonymouslink/folder/10068_1.png,https://anonymouslink/folder/10068_1.png,https://anonymouslink/folder/10068_0.png,10068,3.0,0.0
https://anonymouslink/folder/10071_0.png,https://anonymouslink/folder/10071_1.png,https://anonymouslink/folder/10071_0.png,https://anonymouslink/folder/10071_1.png,10071,3.0,0.0
https://anonymouslink/folder/10072_0.png,https://anonymouslink/folder/10072_1.png,https://anonymouslink/folder/10072_0.png,https://anonymouslink/folder/10072_1.png,10072,1.0,0.0
https://anonymouslink/folder/10073_0.png,https://anonymouslink/folder/10073_1.png,https://anonymouslink/folder/10073_1.png,https://anonymouslink/folder/10073_0.png,10073,1.0,0.0
https://anonymouslink/folder/10074_0.png,https://anonymouslink/folder/10074_1.png,https://anonymouslink/folder/10074_0.png,https://anonymouslink/folder/10074_1.png,10074,1.0,0.0
https://anonymouslink/folder/10075_0.png,https://anonymouslink/folder/10075_1.png,https://anonymouslink/folder/10075_1.png,https://anonymouslink/folder/10075_0.png,10075,1.0,0.0
https://anonymouslink/folder/10076_0.png,https://anonymouslink/folder/10076_1.png,https://anonymouslink/folder/10076_1.png,https://anonymouslink/folder/10076_0.png,10076,1.0,0.0
https://anonymouslink/folder/10077_0.png,https://anonymouslink/folder/10077_1.png,https://anonymouslink/folder/10077_1.png,https://anonymouslink/folder/10077_0.png,10077,1.0,0.0
