HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.img1_1,Input.img1_2,Input.img2_1,Input.img2_2,Input.img3_1,Input.img3_2,Input.img4_1,Input.img4_2,Input.img5_1,Input.img5_2,Input.img6_1,Input.img6_2,Input.img7_1,Input.img7_2,Input.img8_1,Input.img8_2,Input.img9_1,Input.img9_2,Answer.taskAnswers,Approve,Reject
33KGGVH25Z23OFTD6NB6TOZ21BXX1F,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,7,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,3570Y55XZV4SFJ7KJ4ND886304TYGA,A2MI45TMDWRNZU,Rejected,Wed Sep 02 23:44:07 PDT 2020,Wed Sep 02 23:45:02 PDT 2020,Thu Sep 03 23:45:02 PDT 2020,,Thu Sep 03 00:35:17 PDT 2020,Sorry we cannot accept this as you have provided different answers to the same question,55,86% (6/7),86% (6/7),80% (4/5),https://anonymouslink/folder/38_0.png,https://anonymouslink/folder/38_3.png,https://anonymouslink/folder/12_2.png,https://anonymouslink/folder/12_3.png,https://anonymouslink/folder/36_1.png,https://anonymouslink/folder/36_3.png,https://anonymouslink/folder/11_1.png,https://anonymouslink/folder/11_3.png,https://anonymouslink/folder/39_2.png,https://anonymouslink/folder/39_3.png,https://anonymouslink/folder/23_0.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_3.png,https://anonymouslink/folder/0_0.png,https://anonymouslink/folder/0_1.png,https://anonymouslink/folder/29_2.png,https://anonymouslink/folder/29_3.png,"[{""img10_1"":{""img10_1"":true},""img10_2"":{""img10_2"":false},""img1_1"":{""img1_1"":true},""img1_2"":{""img1_2"":false},""img2_1"":{""img2_1"":false},""img2_2"":{""img2_2"":true},""img3_1"":{""img3_1"":false},""img3_2"":{""img3_2"":true},""img4_1"":{""img4_1"":true},""img4_2"":{""img4_2"":false},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":false},""img6_2"":{""img6_2"":true},""img7_1"":{""img7_1"":true},""img7_2"":{""img7_2"":false},""img8_1"":{""img8_1"":true},""img8_2"":{""img8_2"":false},""img9_1"":{""img9_1"":false},""img9_2"":{""img9_2"":true}}]",,
33KGGVH25Z23OFTD6NB6TOZ21BXX1F,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,7,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,39OWYR0EPQCM1JBP8KHVQN6RZPTFYS,A1KL8QLFQ4YTOL,Rejected,Wed Sep 02 23:37:13 PDT 2020,Wed Sep 02 23:40:09 PDT 2020,Thu Sep 03 23:40:09 PDT 2020,,Thu Sep 03 00:35:14 PDT 2020,Sorry we cannot accept this as you have provided different answers to the same question,176,86% (19/22),86% (19/22),75% (9/12),https://anonymouslink/folder/38_0.png,https://anonymouslink/folder/38_3.png,https://anonymouslink/folder/12_2.png,https://anonymouslink/folder/12_3.png,https://anonymouslink/folder/36_1.png,https://anonymouslink/folder/36_3.png,https://anonymouslink/folder/11_1.png,https://anonymouslink/folder/11_3.png,https://anonymouslink/folder/39_2.png,https://anonymouslink/folder/39_3.png,https://anonymouslink/folder/23_0.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_3.png,https://anonymouslink/folder/0_0.png,https://anonymouslink/folder/0_1.png,https://anonymouslink/folder/29_2.png,https://anonymouslink/folder/29_3.png,"[{""img10_1"":{""img10_1"":true},""img10_2"":{""img10_2"":false},""img1_1"":{""img1_1"":true},""img1_2"":{""img1_2"":false},""img2_1"":{""img2_1"":false},""img2_2"":{""img2_2"":true},""img3_1"":{""img3_1"":false},""img3_2"":{""img3_2"":true},""img4_1"":{""img4_1"":true},""img4_2"":{""img4_2"":false},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":true},""img6_2"":{""img6_2"":false},""img7_1"":{""img7_1"":true},""img7_2"":{""img7_2"":false},""img8_1"":{""img8_1"":true},""img8_2"":{""img8_2"":false},""img9_1"":{""img9_1"":true},""img9_2"":{""img9_2"":false}}]",,
33KGGVH25Z23OFTD6NB6TOZ21BXX1F,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,7,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,3RJSC4XJ16FX2RMFU0TDCJLUYI5503,AF8XSKKJTMXT8,Submitted,Thu Sep 03 00:35:47 PDT 2020,Thu Sep 03 00:36:38 PDT 2020,Fri Sep 04 00:36:38 PDT 2020,,,,51,100% (1/1),100% (1/1),100% (1/1),https://anonymouslink/folder/38_0.png,https://anonymouslink/folder/38_3.png,https://anonymouslink/folder/12_2.png,https://anonymouslink/folder/12_3.png,https://anonymouslink/folder/36_1.png,https://anonymouslink/folder/36_3.png,https://anonymouslink/folder/11_1.png,https://anonymouslink/folder/11_3.png,https://anonymouslink/folder/39_2.png,https://anonymouslink/folder/39_3.png,https://anonymouslink/folder/23_0.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_3.png,https://anonymouslink/folder/0_0.png,https://anonymouslink/folder/0_1.png,https://anonymouslink/folder/29_2.png,https://anonymouslink/folder/29_3.png,"[{""img10_1"":{""img10_1"":true},""img10_2"":{""img10_2"":false},""img1_1"":{""img1_1"":false},""img1_2"":{""img1_2"":true},""img2_1"":{""img2_1"":false},""img2_2"":{""img2_2"":true},""img3_1"":{""img3_1"":false},""img3_2"":{""img3_2"":true},""img4_1"":{""img4_1"":true},""img4_2"":{""img4_2"":false},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":false},""img6_2"":{""img6_2"":true},""img7_1"":{""img7_1"":true},""img7_2"":{""img7_2"":false},""img8_1"":{""img8_1"":true},""img8_2"":{""img8_2"":false},""img9_1"":{""img9_1"":true},""img9_2"":{""img9_2"":false}}]",,
33KGGVH25Z23OFTD6NB6TOZ21BXX1F,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,7,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,3TEM0PF1QBIS641896BWAV9MBZ3D0J,A25JN5S896UMA5,Submitted,Thu Sep 03 00:35:39 PDT 2020,Thu Sep 03 00:37:01 PDT 2020,Fri Sep 04 00:37:01 PDT 2020,,,,82,60% (3/5),60% (3/5),60% (3/5),https://anonymouslink/folder/38_0.png,https://anonymouslink/folder/38_3.png,https://anonymouslink/folder/12_2.png,https://anonymouslink/folder/12_3.png,https://anonymouslink/folder/36_1.png,https://anonymouslink/folder/36_3.png,https://anonymouslink/folder/11_1.png,https://anonymouslink/folder/11_3.png,https://anonymouslink/folder/39_2.png,https://anonymouslink/folder/39_3.png,https://anonymouslink/folder/23_0.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_3.png,https://anonymouslink/folder/0_0.png,https://anonymouslink/folder/0_1.png,https://anonymouslink/folder/29_2.png,https://anonymouslink/folder/29_3.png,"[{""img10_1"":{""img10_1"":false},""img10_2"":{""img10_2"":true},""img1_1"":{""img1_1"":true},""img1_2"":{""img1_2"":false},""img2_1"":{""img2_1"":true},""img2_2"":{""img2_2"":false},""img3_1"":{""img3_1"":false},""img3_2"":{""img3_2"":true},""img4_1"":{""img4_1"":true},""img4_2"":{""img4_2"":false},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":true},""img6_2"":{""img6_2"":false},""img7_1"":{""img7_1"":true},""img7_2"":{""img7_2"":false},""img8_1"":{""img8_1"":false},""img8_2"":{""img8_2"":true},""img9_1"":{""img9_1"":true},""img9_2"":{""img9_2"":false}}]",,
33KGGVH25Z23OFTD6NB6TOZ21BXX1F,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,7,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,3U8YCDAGXV1MVD5DESHGAUGLUEM0Q5,A2MV1325939NBM,Rejected,Wed Sep 02 23:16:03 PDT 2020,Wed Sep 02 23:16:53 PDT 2020,Thu Sep 03 23:16:53 PDT 2020,,Wed Sep 02 23:35:51 PDT 2020,Sorry we cannot accept this as you have provided different answers to the same question,50,57% (8/14),57% (8/14),57% (8/14),https://anonymouslink/folder/38_0.png,https://anonymouslink/folder/38_3.png,https://anonymouslink/folder/12_2.png,https://anonymouslink/folder/12_3.png,https://anonymouslink/folder/36_1.png,https://anonymouslink/folder/36_3.png,https://anonymouslink/folder/11_1.png,https://anonymouslink/folder/11_3.png,https://anonymouslink/folder/39_2.png,https://anonymouslink/folder/39_3.png,https://anonymouslink/folder/23_0.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_3.png,https://anonymouslink/folder/0_0.png,https://anonymouslink/folder/0_1.png,https://anonymouslink/folder/29_2.png,https://anonymouslink/folder/29_3.png,"[{""img10_1"":{""img10_1"":true},""img10_2"":{""img10_2"":false},""img1_1"":{""img1_1"":true},""img1_2"":{""img1_2"":false},""img2_1"":{""img2_1"":false},""img2_2"":{""img2_2"":true},""img3_1"":{""img3_1"":false},""img3_2"":{""img3_2"":true},""img4_1"":{""img4_1"":false},""img4_2"":{""img4_2"":true},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":false},""img6_2"":{""img6_2"":true},""img7_1"":{""img7_1"":true},""img7_2"":{""img7_2"":false},""img8_1"":{""img8_1"":true},""img8_2"":{""img8_2"":false},""img9_1"":{""img9_1"":false},""img9_2"":{""img9_2"":true}}]",,
33KGGVH25Z23OFTD6NB6TOZ21BXX1F,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,7,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,3VHHR074H92PMRPK7MUT8NRESM47LM,A2G44A4ZPWRPXU,Rejected,Wed Sep 02 23:11:46 PDT 2020,Wed Sep 02 23:12:48 PDT 2020,Thu Sep 03 23:12:48 PDT 2020,,Wed Sep 02 23:35:51 PDT 2020,Sorry we cannot accept this as you have provided different answers to the same question,62,50% (2/4),50% (2/4),33% (1/3),https://anonymouslink/folder/38_0.png,https://anonymouslink/folder/38_3.png,https://anonymouslink/folder/12_2.png,https://anonymouslink/folder/12_3.png,https://anonymouslink/folder/36_1.png,https://anonymouslink/folder/36_3.png,https://anonymouslink/folder/11_1.png,https://anonymouslink/folder/11_3.png,https://anonymouslink/folder/39_2.png,https://anonymouslink/folder/39_3.png,https://anonymouslink/folder/23_0.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_3.png,https://anonymouslink/folder/0_0.png,https://anonymouslink/folder/0_1.png,https://anonymouslink/folder/29_2.png,https://anonymouslink/folder/29_3.png,"[{""img10_1"":{""img10_1"":true},""img10_2"":{""img10_2"":false},""img1_1"":{""img1_1"":true},""img1_2"":{""img1_2"":false},""img2_1"":{""img2_1"":true},""img2_2"":{""img2_2"":false},""img3_1"":{""img3_1"":true},""img3_2"":{""img3_2"":false},""img4_1"":{""img4_1"":true},""img4_2"":{""img4_2"":false},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":true},""img6_2"":{""img6_2"":false},""img7_1"":{""img7_1"":true},""img7_2"":{""img7_2"":false},""img8_1"":{""img8_1"":true},""img8_2"":{""img8_2"":false},""img9_1"":{""img9_1"":true},""img9_2"":{""img9_2"":false}}]",,
33KGGVH25Z23OFTD6NB6TOZ21BXX1F,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,7,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,3WJEQKOXAENUFMJELFOUYZKQVO5A1A,A2EN7IXP9RG0O2,Approved,Wed Sep 02 23:12:03 PDT 2020,Wed Sep 02 23:13:35 PDT 2020,Thu Sep 03 23:13:35 PDT 2020,Wed Sep 02 23:35:51 PDT 2020,,,92,77% (10/13),77% (10/13),77% (10/13),https://anonymouslink/folder/38_0.png,https://anonymouslink/folder/38_3.png,https://anonymouslink/folder/12_2.png,https://anonymouslink/folder/12_3.png,https://anonymouslink/folder/36_1.png,https://anonymouslink/folder/36_3.png,https://anonymouslink/folder/11_1.png,https://anonymouslink/folder/11_3.png,https://anonymouslink/folder/39_2.png,https://anonymouslink/folder/39_3.png,https://anonymouslink/folder/23_0.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_3.png,https://anonymouslink/folder/0_0.png,https://anonymouslink/folder/0_1.png,https://anonymouslink/folder/29_2.png,https://anonymouslink/folder/29_3.png,"[{""img10_1"":{""img10_1"":false},""img10_2"":{""img10_2"":true},""img1_1"":{""img1_1"":true},""img1_2"":{""img1_2"":false},""img2_1"":{""img2_1"":true},""img2_2"":{""img2_2"":false},""img3_1"":{""img3_1"":false},""img3_2"":{""img3_2"":true},""img4_1"":{""img4_1"":true},""img4_2"":{""img4_2"":false},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":true},""img6_2"":{""img6_2"":false},""img7_1"":{""img7_1"":true},""img7_2"":{""img7_2"":false},""img8_1"":{""img8_1"":true},""img8_2"":{""img8_2"":false},""img9_1"":{""img9_1"":true},""img9_2"":{""img9_2"":false}}]",,
3R0WOCG22RU5Z6FUHBKEAJ17WQJUDA,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,4,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,378XPAWRUIY5FSFCTM90QY1CCQGAI2,A23RB1Y4ANXQLS,Approved,Wed Sep 02 23:12:52 PDT 2020,Wed Sep 02 23:14:16 PDT 2020,Thu Sep 03 23:14:16 PDT 2020,Wed Sep 02 23:35:51 PDT 2020,,,84,100% (3/3),100% (3/3),100% (2/2),https://anonymouslink/folder/24_0.png,https://anonymouslink/folder/24_3.png,https://anonymouslink/folder/49_0.png,https://anonymouslink/folder/49_3.png,https://anonymouslink/folder/25_2.png,https://anonymouslink/folder/25_3.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/23_3.png,https://anonymouslink/folder/15_0.png,https://anonymouslink/folder/15_3.png,https://anonymouslink/folder/24_0.png,https://anonymouslink/folder/24_1.png,https://anonymouslink/folder/35_1.png,https://anonymouslink/folder/35_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_2.png,https://anonymouslink/folder/9_1.png,https://anonymouslink/folder/9_2.png,"[{""img10_1"":{""img10_1"":false},""img10_2"":{""img10_2"":true},""img1_1"":{""img1_1"":true},""img1_2"":{""img1_2"":false},""img2_1"":{""img2_1"":true},""img2_2"":{""img2_2"":false},""img3_1"":{""img3_1"":true},""img3_2"":{""img3_2"":false},""img4_1"":{""img4_1"":true},""img4_2"":{""img4_2"":false},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":true},""img6_2"":{""img6_2"":false},""img7_1"":{""img7_1"":true},""img7_2"":{""img7_2"":false},""img8_1"":{""img8_1"":true},""img8_2"":{""img8_2"":false},""img9_1"":{""img9_1"":true},""img9_2"":{""img9_2"":false}}]",,
3R0WOCG22RU5Z6FUHBKEAJ17WQJUDA,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,4,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,3EFE17QCRIQ9JTQM44D6BMU3YJASHP,A15GTDXNUMR57L,Approved,Wed Sep 02 23:40:41 PDT 2020,Wed Sep 02 23:43:23 PDT 2020,Thu Sep 03 23:43:23 PDT 2020,Thu Sep 03 00:35:18 PDT 2020,,,162,60% (3/5),60% (3/5),60% (3/5),https://anonymouslink/folder/24_0.png,https://anonymouslink/folder/24_3.png,https://anonymouslink/folder/49_0.png,https://anonymouslink/folder/49_3.png,https://anonymouslink/folder/25_2.png,https://anonymouslink/folder/25_3.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/23_3.png,https://anonymouslink/folder/15_0.png,https://anonymouslink/folder/15_3.png,https://anonymouslink/folder/24_0.png,https://anonymouslink/folder/24_1.png,https://anonymouslink/folder/35_1.png,https://anonymouslink/folder/35_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_2.png,https://anonymouslink/folder/9_1.png,https://anonymouslink/folder/9_2.png,"[{""img10_1"":{""img10_1"":false},""img10_2"":{""img10_2"":true},""img1_1"":{""img1_1"":true},""img1_2"":{""img1_2"":false},""img2_1"":{""img2_1"":true},""img2_2"":{""img2_2"":false},""img3_1"":{""img3_1"":true},""img3_2"":{""img3_2"":false},""img4_1"":{""img4_1"":true},""img4_2"":{""img4_2"":false},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":true},""img6_2"":{""img6_2"":false},""img7_1"":{""img7_1"":false},""img7_2"":{""img7_2"":true},""img8_1"":{""img8_1"":true},""img8_2"":{""img8_2"":false},""img9_1"":{""img9_1"":false},""img9_2"":{""img9_2"":true}}]",,
3R0WOCG22RU5Z6FUHBKEAJ17WQJUDA,3EXOM20K1TUHTF1OFB8INGJ8IXL5PX,Choose the chart layout that you like (10 per HIT),Choose the chart layout that you like (10 per HIT),"layout, UI",$0.04,Wed Sep 02 23:11:15 PDT 2020,4,BatchId:4172864;OriginalHitTemplateId:928390828;,180,86400,Fri Sep 04 23:11:15 PDT 2020,,,3Y9N9SS8L4WONW05STTFCT7TEBGD37,A15V2Z0JVLFIRS,Rejected,Wed Sep 02 23:14:06 PDT 2020,Wed Sep 02 23:16:44 PDT 2020,Thu Sep 03 23:16:44 PDT 2020,,Wed Sep 02 23:35:52 PDT 2020,Sorry we cannot accept this as you have provided different answers to the same question,158,50% (3/6),50% (3/6),50% (3/6),https://anonymouslink/folder/24_0.png,https://anonymouslink/folder/24_3.png,https://anonymouslink/folder/49_0.png,https://anonymouslink/folder/49_3.png,https://anonymouslink/folder/25_2.png,https://anonymouslink/folder/25_3.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/23_3.png,https://anonymouslink/folder/15_0.png,https://anonymouslink/folder/15_3.png,https://anonymouslink/folder/24_0.png,https://anonymouslink/folder/24_1.png,https://anonymouslink/folder/35_1.png,https://anonymouslink/folder/35_2.png,https://anonymouslink/folder/13_0.png,https://anonymouslink/folder/13_2.png,https://anonymouslink/folder/9_1.png,https://anonymouslink/folder/9_2.png,"[{""img10_1"":{""img10_1"":true},""img10_2"":{""img10_2"":false},""img1_1"":{""img1_1"":true},""img1_2"":{""img1_2"":false},""img2_1"":{""img2_1"":true},""img2_2"":{""img2_2"":false},""img3_1"":{""img3_1"":true},""img3_2"":{""img3_2"":false},""img4_1"":{""img4_1"":true},""img4_2"":{""img4_2"":false},""img5_1"":{""img5_1"":true},""img5_2"":{""img5_2"":false},""img6_1"":{""img6_1"":false},""img6_2"":{""img6_2"":true},""img7_1"":{""img7_1"":false},""img7_2"":{""img7_2"":true},""img8_1"":{""img8_1"":false},""img8_2"":{""img8_2"":true},""img9_1"":{""img9_1"":false},""img9_2"":{""img9_2"":true}}]",,
